name,abbr,mapped_abbr
universidade de sao paulousp,usp,usp
universidade de sao paulp,usp,usp
universidade de sao peaulo,usp,usp
universidade de sao pualo,usp,usp
universidade de sao pulo,usp,usp
universidade de saopaulo,usp,usp
universidade de sap paulo,usp,usp
universidade de sao paulosao paulosp,usp,usp
universidade de sao pauloifsc,usp ifsc,usp sc
universidade de sao pauloifsc,uspsc,usp sc
universidade de sao pauloinstituto de biociencias,usp,usp
universidade de sao pauloinstituto de ciencias biomedicas,uspicb,usp
universidade de sao pauloinstituto de fisica de sao carlos,usp ifsc,usp sc
universidade de sao pauloinstituto de quimica,usp iq,usp
universidade de sao pauloinstituto de quimica de sao carlos,usp,usp sc
universidade de sao pauloipen,uspipen,usp/ipen
universidade de sao paulol,usp,usp
universidade de sao pauloreibeirao preto,usp,usp rp
universidade de sao pauloribeirao preto,ffclrpusp,usp rp
universidade de sao pauloribeirao preto,usp,usp rp
universidade de vale do paraiba,univap,univap
universidade do estado de santa catarina,ufsc,ufsc
universidade do estado de sao paulo,ues,unesp
universidade do estado de sao paulo,unesp,unesp
universidade do estado de sao paulo,unesp botucatu,unesp bot
universidade do estado de sao paulo,usp,usp
universidade do estado de sao paulo botucatu,unesp,unesp bot
universidade de spaulo,usp,usp
universidade de spauloribpreto,uspribpreto,usp rp
universidade de toronto,ut,canada
universidade de uberlandia,ufu,ufu
universidade de sao pauloribeirao preto,usp rp,usp rp
universidade de vicosa,ufv,ufv
universidade de washington,uw,estados unidos
universidade dee sao paulo,usp,usp
universidade desao paulo,usp,usp
universidade do brasil,invalid,univbrasil
universidade do brasil,ub,univbrasil
universidade do brasil,ubr,univbrasil
universidade do brasil,ufrj,ufrj/univbrasil
universidade do ceara,ufc,ufc
universidade de sao paulosao carlos,uspscar,usp sc
universidade de sao paulosao paulo,usp,usp
universidade de sao paulo university of california,usp ucla,usp
universidade de sao paulo usp ribeirao preto,usp,usp rp
universidade de sao paulo usp s carlos,usp,usp sc
universidade de sao paulo usp sao carlos,usp,usp sc
universidade de sao paulo usp sao paulo,usp,usp
universidade de sao paulo usp sao paulo brasil,usp,usp
universidade de sao paulo usp sp,usp sp,usp
universidade de sao paulo usp sp brasil,usp,usp
universidade de sao paulo uspribeirao preto,usprp,usp rp
universidade de sao pauloararaquara,unesp,unesp arar
universidade de sao paulob,usp,usp
universidade de sao paulo tokyo institute of technology,usp titech,usp
universidade de sao paulo university california,usp,usp
universidade de sao paulo usp ffclrp,usp,usp
universidade de sao paulo usp,esalq,usp esalq
universidade de sao paulo usp,fmvzusp,usp
universidade de sao paulo usp,fsp usp,usp
universidade de sao paulo usp,fspusp,usp
universidade de sao paulo usp,icmcusp,usp
universidade de sao paulo usp,universidade de,usp
universidade de sao paulo usp,usp,usp
universidade de sao paulo usp,usp rp,usp rp
universidade de sao paulo usp,usp sao paulo,usp
universidade de sao paulo usp,usp sp,usp
universidade de sao paulo usp,usprp,usp
universidade de sao paulofacmedribeirao preto,usp fmrp,usp rp
universidade de sao pauloribeirao preto,usprp,usp rp
universidade de sao paulorp,usp,usp
universidade de sao paulosao carlos,usp,usp sc
universidade de sao paulocampus s carlos,usps carlos,usp sc
universidade de sao paulocampus s carlos,uspscarlos,usp sc
universidade de sao paulocena,usp,usp cena
universidade de sao pauloesalq,usp,usp esalq
universidade de sao pauloescola de engenharia de sao carlos,usp,usp sc
universidade de sao pauloescola de engenharia de sao carlos,uspeesc,usp sc
universidade de sao pauloescola paulista de medicina,unifespepm,unifesp
universidade de sao paulofacmedicina,usp,usp
universidade de sao paulofacmedribeirao preto,usp,usp rp
universidade de sao paulofaculdade de medicina,usp,usp
universidade de sao paulofaculdade de odontologia de bauru,fobusp,usp fob
universidade de sao paulofaculdade de odontologia de bauru,uspfob,usp fob
universidade de sao paulofmrp,fmrpusp,usp rp
universidade de sao paulofmrp,usp,usp rp
universidade de sao paulofmrp,uspfmrp,usp rp
universidade de sao paulo usp brasil,usp,usp
universidade de sao paulo usp esalq,esalq,usp esalq
universidade de sao paulo usp esalq,usp esalq,usp esalq
universidade de sao paulo usp escola superior de agricultura,usp esalq,usp esalq
universidade est paulista julio de mesquita filho araraquara,unesp arar,unesp arar
universidade est paulista julio de mesquita filho assis,unesp ass,unesp ass
universidade do rio janeiro,unirio,unirio
universidade do sul de santa catarina,ufsc,ufsc
universidade do vale do paraiba univap,univap,univap
universidade do vale do rio dos sinos unisinos,unisinos,unisinos
universidade do vale do rio sinos,unisinos,unisinos
universidade est paulista julio de mesquita filho,unesp mar,unesp mar
universidade do vale do taquari,univates,univates
universidade do vale dos sinos,unisinos,unisinos
universidade do vales do rio dos sinos,unisinos,unisinos
universidade do valo do rio dos sinos,unisinos,unisinos
universidade e stadual de campinas,unicamp,unicamp
universidade do grande rio professor jose de souza herdy,unigranrio,unigranrio
universidade do norte fluminense,uenf,uenf
universidade do norte fluminense,unef,uenf
universidade do parana,ufpr,ufpr
universidade esadual de campinas,unicamp,unicamp
universidade est paulista julio de mesquita filhoararaquara,unesparar,unesp arar
universidade est paulista julio de mesquita filhounesp,unesp,unesp
universidade est paulista julio mesquita filho jaboticabal,unesp,unesp jab
universidade est paulista julio mesquita filhojaboticabal,unesp,unesp jab
universidade estad paulista julio de mesquita filho r claro,unesp rio claro,unesp rc
universidade estadal de campinas,unicamp,unicamp
universidade estadiual de campinas,unicamp,unicamp
universidade estado de sp julio de mesquita fo,unesp,unesp
universidade estadua de campinas,unicamp,unicamp
universidade estadua de sao paulo,unesp,unesp
universidade ederal de santa catarina,ufsc,ufsc
universidade do rio de janeiro,uerj,uerj
universidade esadual paulista,unesp,unesp
universidade esatdual paulista julio de mesquita filho,unesp,unesp
universidade esstadual de campinas,unicamp,unicamp
universidade est julio de mesquita filhounesp,unesp,unesp
universidade est julio mesquita filho,unesp botucatu,unesp bot
universidade est paulista,fca botucatu,unesp bot
universidade est paulista julio de mesquita filho,fcaunesp,unesp
universidade est paulista julio de mesquita filho,uepjme,unesp
universidade est paulista julio de mesquita filho,unes,unesp
universidade est paulista julio de mesquita filho,unesp,unesp
universidade est paulista julio de mesquita filho,unesp assis,unesp ass
universidade do estado do rio de janeiro,uff,uff
universidade do estado de sao paulo sao carlos,usp,usp
universidade do estado de sao paulojaboticabal,unesp,unesp bot
universidade do estado de sao pauloribeirao preto,usprp,usp rp
universidade do estado do mato grosso campus sinop,unematsinop,unemat
universidade do estado do rio,uerj,uerj
universidade do estado do rio de janeiro,ibf uerj,uerj
universidade do estado do rio de janeiro,ims uerj,uerj
universidade do estado do rio de janeiro,imsuerj,uerj
universidade do estado de sao paulo campus botucatu,unesp,unesp bot
universidade do estado do rio de janeiro,ufrj,ufrj
universidade do estado do rio de janeiro,unirio,unirio
universidade do estado da bahia,ufba,ufba
universidade do estado da guanabara,ueg,ueg
universidade do estado de campinas,unicamp,unicamp
universidade do estado de guanabara,ueg,ueg
universidade do estado de mato grosso carlos alberto reyes maldonado,unemat,unemat
universidade do estado do rio de janweiro,uerj,uerj
universidade do rio de janeiro,ufrj,ufrj
universidade do rio de janeiro,unirio,unirio
universidade do rio de janeiro,urj,ufrj
universidade do rio grande,furg,furg
universidade do rio grande do sul,furg,ufrgs
universidade do rio grande do sul,ufrgs,ufrgs
universidade do rio grande do sul,ufrs,ufrgs
universidade do rio janeiro,ufrj,ufrj
universidade do estado do rio de janeiro ims,uerj ims,uerj
universidade do estado do rio de janeiro livredocente,uerj,uerj
universidade do estado do rio de janeiro uerj,uerj,uerj
universidade do estado do rio de janeirouerj,uerj,uerj
universidade de sao paulo usp bauru,usp,usp
universidade do estado rio de janeiro,uerj,uerj
universidade do estadol do rio de janeiro,uerj,uerj
universidade do estadual de campinas,unicamp,unicamp
universidade do estadual julio de mesquita filho,unesp,unesp
universidade do estadual paulista,unesp,unesp
universidade do estadual paulista rio claro,unesp,unesp
universidade do extremo sul catarinense,uniesc,unesc
universidade do grande abc,uniabc,uniabc
universidade de sao paulo faculdade de odontologia de baur,usp bauru,usp fob
universidade de sao paulo fmrp,usp rp,usp rp
universidade de sao paulo fmusp,usp,usp
universidade de sao paulo fob,usp,usp fob
universidade de sao paulo fob,usp fob,usp fob
universidade de sao paulo facodontologia de bauru,usp fob,usp fob
universidade de sao paulo faculdade de educacao,usp,usp
universidade de sao paulo faculdade de filosofia letras e ciencias humanas,uspfflch,usp
universidade de sao paulo faculdade de medicina,fmusp,usp
universidade de sao paulo faculdade de medicina,usp,usp
universidade de sao paulo faculdade de medicina,usp fm,usp
universidade de sao paulo faculdade de odontologia bauru,usp bauru,usp fob
universidade de sao paulo faculdade de odontologia de baur,fob usp,usp fob
universidade de sao paulo fmrp,usp,usp rp
universidade de sao paulo faculdade de odontologia de bauru,fobusp,usp fob
universidade de sao paulo faculdade de odontologia de bauru,uspfob,usp fob
universidade de sao paulo faculdade de odontologia de ribei,uspforp,usp fob
universidade de sao paulo faculdade de saude publica,fsp usp,usp
universidade de sao paulo faculdade de saude publica,usp,usp
universidade de sao paulo faculdade de saude publica,usp fsp,usp
universidade de sao paulo faculdade de zootecnia e engenharia de alimentos,uspfzea,usp
universidade de sao paulo fac de arquitetura e urbanismo,usp,usp
universidade de sao paulo fac de educacao,usp,usp
universidade de sao paulo fac de medicina de rib preto,usp fmrp,usp rp
universidade de sao paulo fac de medicina de rib preto,uspfmrp,usp rp
universidade de sao paulo fac economia,usp,usp
universidade de sao paulo ifsc,usp,usp sc
universidade de sao paulo hrac,usp hrac,usp
universidade de sao paulo iag,usp,usp
universidade de sao paulo iag,uspiag,usp
universidade de sao paulo iag usp,usp,usp
universidade de sao paulo ib,ibusp,usp
universidade de sao paulo icb,usp,usp
universidade de sao paulo icb usp,icb usp,usp
universidade de sao paulo icmc,usp,usp
universidade de sao paulo icmc,usp icmc,usp
universidade de sao paulo icmc usp,usp,usp
universidade de sao paulo if,usp if,usp
universidade de sao paulo ifsc,ifsc usp,usp sc
universidade de sao paulo fac med ribeirao preto,fmrpusp,usp rp
universidade de sao paulo faculdade odontologia de bauru,uspfob,usp fob
universidade de sao paulo fcfrp,usp,usp rp
universidade de sao paulo feclhusp,feclhusp,usp
universidade de sao paulo ffclrd,uspffclrd,usp
universidade de sao paulo ffclrp,usp,usp rp
universidade de sao paulo ffclrp,usp ffclrd,usp rp
universidade de sao paulo ffclrp,usp ffclrp,usp rp
universidade de sao paulo ffclrpusp,ffclppusp,usp rp
universidade de sao paulo fflch,usp,usp
universidade de sao paulo fflch sao paulo,usp,usp
universidade de sao paulo fmrp,fmrpusp,usp rp
universidade de sao paulo escola de artes ciencias e humanidades,uspeach,usp each
universidade de sao paulo fac de arquitetura,usp,usp
universidade de sao paulo em riberiao preto,usp,usp rp
universidade de sao paulo em sao paulo,usp sp,usp
universidade de sao paulo esalq,esalq,usp esalq
universidade de sao paulo esalq,esalq usp,usp esalq
universidade de sao paulo esalq,usp,usp esalq
universidade de sao paulo esalq,usp esalq,usp esalq
universidade de sao paulo esalq,uspesalq,usp esalq
universidade de sao paulo esalq usp,esalqusp,usp esalq
universidade de sao paulo esc comunicacoes,usp,usp
universidade de sao paulo esc de eng de sao carlos,usp,usp sc
universidade de sao paulo esc de engenharia de sao carlos,usp,usp sc
universidade de sao paulo escola superior de agricultura luiz de queiroz,uspesalq,usp esalq
universidade de sao paulo escola de comunicacao e artes,ecausp,usp
universidade de sao paulo escola de comunicacoes e artes,uspeca,usp
universidade de sao paulo escola de enfermagem,usp,usp
universidade de sao paulo escola de eng de sao carlos,ufscar,ufscar/usp sc
universidade de sao paulo campus sao carlos,uspsc,usp sc
universidade de sao paulo campus sao paulo,usp,usp
universidade de sao paulo cena,usp,usp cena
universidade de sao paulo centro de energia nuclear,uspq cena,usp cena
universidade de sao paulo centro de energia nuclear na agricultura,uspcena,usp cena
universidade de sao paulo claude bernardfranca,usp,usp
universidade de sao paulo csicespanha,usp ia,usp
universidade de sao paulo escola de engenharia de sao carl,usp,usp sc
universidade de sao paulo fac med ribeirao preto,usp,usp
universidade de sao paulo fac medicina de ribeirao preto,usp fmrp,usp rp
universidade de sao paulo fac odontol bauru,fobusp,usp fob
universidade de sao paulo fac odontol bauru,uspfob,usp fob
universidade de sao paulo fac odontologia bauru,uspbauru,usp fob
universidade de sao paulo fac saude publica,uspfsp,usp
universidade de sao paulo facciencias farmaceuticas,usp,usp
universidade de sao paulo facmedicina ribeirao preto,fmrpusp,usp rp
universidade de sao paulo facodontologia de bauru,usp fo,usp fob
universidade de sao paulo escola de eng de sao carlos,usp,usp sc
universidade de sao paulo escola de engenharia de lorena,uspeel,usp eel
universidade de sao paulo hospital de reabilitacao de anomalias craniofaciais,usphrac,usp
universidade de sao paulo escola de engenharia de sao carlo,usp,usp sc
universidade de sao paulo escola de engenharia de sao carlos,usp eesc,usp sc
